NumRuns,ArtAType,ArtAMainstat,HP_f_A,AK_f_A,DF_f_A,HP_p_A,AK_p_A,DF_p_A,ER_p_A,EM_f_A,CR_p_A,CD_p_A,ArtBType,ArtBMainstat,HP_f_B,AK_f_B,DF_f_B,HP_p_B,AK_p_B,DF_p_B,ER_p_B,EM_f_B,CR_p_B,CD_p_B
4,Feather,AK_f,448,0,0,6,22,0,5,0,0,0,Feather,AK_f,508,0,0,0,0,20,0,21,0,15
3,Feather,AK_f,448,0,0,10,12,14,0,0,0,0,Feather,AK_f,0,0,44,5,0,0,15,37,0,0
5,Feather,AK_f,0,0,0,5,10,19,0,0,0,11,Feather,AK_f,0,0,0,0,10,18,5,37,0,0
4,Feather,AK_f,239,0,0,5,15,0,16,0,0,0,Feather,AK_f,0,0,23,10,0,0,0,33,11,0
21,Feather,AK_f,299,0,0,0,17,6,0,0,6,0,Feather,AK_f,0,0,0,0,6,13,10,0,9,0
32,Feather,AK_f,0,0,35,0,0,12,21,16,0,0,Feather,AK_f,209,0,39,0,0,0,0,47,11,0
1,Feather,AK_f,807,0,16,0,16,0,6,0,0,0,Feather,AK_f,538,0,35,0,0,0,0,56,0,8
7,Feather,AK_f,0,0,0,0,16,13,10,0,4,0,Feather,AK_f,0,0,0,6,0,0,10,61,0,11
23,Feather,AK_f,0,0,58,0,0,0,0,23,6,13,Feather,AK_f,209,0,39,0,0,11,0,63,0,0
13,Feather,AK_f,0,0,19,0,0,16,6,56,0,0,Feather,AK_f,239,0,0,0,15,0,0,61,3,0
16,Feather,AK_f,0,0,62,8,0,0,0,37,0,13,Feather,AK_f,239,0,44,0,0,17,0,40,0,0
4,Feather,AK_f,508,0,39,8,0,0,0,40,0,0,Feather,AK_f,418,0,0,5,0,0,0,63,7,0
3,Feather,AK_f,747,0,0,0,0,5,12,0,8,0,Feather,AK_f,0,0,39,9,0,0,17,0,0,7
13,Feather,AK_f,657,0,19,0,0,17,6,0,0,0,Feather,AK_f,0,0,0,6,0,0,12,42,10,0
29,Feather,AK_f,598,0,37,0,0,0,0,40,6,0,Feather,AK_f,0,0,23,0,9,12,0,63,0,0
33,Feather,AK_f,0,0,39,0,9,13,16,0,0,0,Feather,AK_f,299,0,42,0,0,0,14,35,0,0
8,Feather,AK_f,508,0,58,0,0,5,0,40,0,0,Feather,AK_f,0,0,0,0,0,14,11,58,3,0
16,Feather,AK_f,269,0,0,10,0,31,0,23,0,0,Feather,AK_f,0,0,46,0,8,11,0,65,0,0
0,Feather,AK_f,508,0,0,0,0,7,6,0,0,29,Feather,AK_f,538,0,60,5,0,0,0,49,0,0
0,Feather,AK_f,269,0,39,0,12,15,0,0,0,0,Feather,AK_f,598,0,0,0,0,11,10,0,0,12
43,Feather,AK_f,209,0,0,0,10,0,0,56,0,12,Feather,AK_f,747,0,0,4,0,6,0,79,0,0
18,Feather,AK_f,1016,0,23,0,9,0,5,0,0,0,Feather,AK_f,0,0,19,0,0,7,16,63,0,0
12,Feather,AK_f,508,0,0,0,0,0,5,0,6,20,Feather,AK_f,657,0,39,0,0,18,0,23,0,0
105,Feather,AK_f,448,0,0,6,0,0,10,61,0,0,Feather,AK_f,478,0,35,0,0,0,0,84,0,5
9,Feather,AK_f,538,0,56,0,4,0,0,0,7,0,Feather,AK_f,747,0,35,0,0,0,12,21,0,0
87,Feather,AK_f,538,0,0,6,0,0,5,82,0,0,Feather,AK_f,0,0,44,4,0,0,0,84,4,0
23,Feather,AK_f,986,0,0,0,5,6,10,0,0,0,Feather,AK_f,0,0,0,6,9,0,17,40,0,0
2,Feather,AK_f,239,0,23,0,0,0,5,0,0,33,Feather,AK_f,0,0,0,0,0,12,6,21,0,26
62,Feather,AK_f,0,0,16,9,0,0,0,65,0,14,Feather,AK_f,209,0,0,13,0,0,0,84,0,8
61,Feather,AK_f,0,0,19,0,16,10,11,0,0,0,Feather,AK_f,478,0,19,0,0,0,17,0,0,14
4,Feather,AK_f,0,0,0,0,0,0,16,63,6,5,Feather,AK_f,0,0,0,0,0,6,11,77,0,16
1,Feather,AK_f,807,0,39,0,0,7,0,35,0,0,Feather,AK_f,538,0,0,17,0,0,10,40,0,0
82,Feather,AK_f,209,0,39,0,0,0,12,65,0,0,Feather,AK_f,418,0,0,0,10,7,0,79,0,0
1,Feather,AK_f,269,0,0,13,6,17,0,0,0,0,Feather,AK_f,508,0,42,15,0,0,0,21,0,0
2,Feather,AK_f,0,0,46,9,5,0,0,0,9,0,Feather,AK_f,0,0,0,15,0,6,6,0,10,0
47,Feather,AK_f,478,0,0,0,12,0,10,37,0,0,Feather,AK_f,0,0,23,9,0,0,12,54,0,0
11,Feather,AK_f,0,0,56,4,0,0,11,0,0,15,Feather,AK_f,687,0,19,0,6,0,0,54,0,0
1,Feather,AK_f,747,0,0,0,15,7,0,0,0,12,Feather,AK_f,478,0,37,0,10,0,0,63,0,0
10,Feather,AK_f,239,0,0,4,20,0,0,0,7,0,Feather,AK_f,0,0,56,0,12,0,11,0,0,11
2,Feather,AK_f,1046,0,0,15,0,0,0,16,0,8,Feather,AK_f,717,0,0,16,4,0,0,19,0,0
0,Feather,AK_f,0,0,79,0,0,7,17,0,3,0,Feather,AK_f,0,0,0,6,0,0,0,42,7,26
0,Feather,AK_f,0,0,97,11,0,5,0,0,0,8,Feather,AK_f,0,0,0,0,5,20,0,49,0,8
23,Feather,AK_f,0,0,42,0,0,17,10,21,0,0,Feather,AK_f,598,0,0,0,0,0,9,84,3,0
1,Feather,AK_f,239,0,58,9,0,0,0,0,5,0,Feather,AK_f,0,0,0,0,5,5,0,61,11,0
6,Feather,AK_f,0,0,0,11,10,20,0,0,0,5,Feather,AK_f,0,0,39,12,0,0,0,58,4,0
28,Feather,AK_f,747,0,21,10,0,0,0,37,0,0,Feather,AK_f,538,0,0,0,0,5,0,58,0,14
0,Feather,AK_f,478,0,0,0,20,0,11,23,0,0,Feather,AK_f,0,0,39,4,10,0,0,61,0,0
7,Feather,AK_f,747,0,23,0,9,12,0,0,0,0,Feather,AK_f,0,0,0,0,0,28,10,19,3,0
5,Feather,AK_f,299,0,81,0,0,18,0,21,0,0,Feather,AK_f,0,0,62,0,10,0,0,37,7,0
0,Feather,AK_f,0,0,19,13,0,15,11,0,0,0,Feather,AK_f,0,0,0,5,0,0,0,63,6,12
13,Feather,AK_f,299,0,21,0,16,0,15,0,0,0,Feather,AK_f,0,0,0,13,0,7,5,65,0,0
2,Feather,AK_f,866,0,0,0,0,19,0,0,7,6,Feather,AK_f,807,0,0,0,10,6,11,0,0,0
121,Feather,AK_f,239,0,37,0,0,18,0,40,0,0,Feather,AK_f,448,0,0,0,6,0,0,68,10,0
27,Feather,AK_f,0,0,16,19,10,0,0,23,0,0,Feather,AK_f,209,0,44,0,0,13,0,61,0,0
35,Feather,AK_f,0,0,19,0,5,0,0,51,11,0,Feather,AK_f,0,0,53,5,10,0,0,54,0,0
0,Feather,AK_f,0,0,39,8,10,15,0,0,0,0,Feather,AK_f,209,0,0,5,0,0,0,107,0,7
6,Feather,AK_f,209,0,51,6,0,0,17,0,0,0,Feather,AK_f,0,0,42,18,0,0,11,19,0,0
13,Feather,AK_f,0,0,0,16,0,13,0,37,0,6,Feather,AK_f,807,0,37,0,0,0,0,42,6,0
2,Feather,AK_f,0,0,21,0,15,14,0,0,5,0,Feather,AK_f,0,0,0,11,9,0,12,0,6,0
5,Feather,AK_f,239,0,0,0,0,17,12,0,0,20,Feather,AK_f,777,0,0,5,0,0,0,58,0,5
31,Feather,AK_f,0,0,0,0,0,18,13,0,6,7,Feather,AK_f,269,0,0,4,5,0,29,0,0,0
101,Feather,AK_f,0,0,42,0,0,13,0,61,4,0,Feather,AK_f,0,0,21,9,9,0,0,65,0,0
11,Feather,AK_f,0,0,16,0,0,12,11,0,0,18,Feather,AK_f,0,0,0,4,25,0,12,0,3,0
13,Feather,AK_f,0,0,16,14,10,0,0,0,0,15,Feather,AK_f,0,0,0,0,9,28,0,21,0,12
14,Feather,AK_f,956,0,0,0,10,0,6,0,0,16,Feather,AK_f,508,0,0,10,0,0,0,33,8,0
11,Feather,AK_f,0,0,19,0,12,18,0,42,0,0,Feather,AK_f,239,0,35,0,0,12,0,58,0,0
24,Feather,AK_f,598,0,0,0,0,26,5,21,0,0,Feather,AK_f,508,0,19,0,0,0,0,63,0,13
10,Feather,AK_f,538,0,0,0,10,0,11,0,0,12,Feather,AK_f,0,0,46,0,0,0,9,42,0,12
0,Feather,AK_f,0,0,23,0,11,0,15,0,6,0,Feather,AK_f,0,0,0,8,5,22,0,35,0,0
0,Feather,AK_f,418,0,76,0,0,12,6,0,0,0,Feather,AK_f,0,0,60,0,5,0,12,40,0,0
5,Feather,AK_f,299,0,56,0,0,0,22,21,0,0,Feather,AK_f,0,0,19,0,0,13,10,56,0,0
6,Feather,AK_f,0,0,37,11,9,12,0,0,0,0,Feather,AK_f,747,0,56,0,10,0,0,16,0,0
8,Feather,AK_f,239,0,76,0,0,0,12,23,0,0,Feather,AK_f,0,0,21,15,0,0,0,44,0,11
26,Feather,AK_f,717,0,0,9,0,0,0,47,3,0,Feather,AK_f,0,0,32,11,0,7,0,63,0,0
2,Feather,AK_f,209,0,58,0,0,0,0,40,0,13,Feather,AK_f,568,0,42,0,4,0,0,70,0,0
71,Feather,AK_f,478,0,0,0,0,0,13,40,0,14,Feather,AK_f,0,0,0,4,5,0,18,65,0,0
15,Feather,AK_f,0,0,58,0,16,0,5,19,0,0,Feather,AK_f,0,0,0,5,0,0,10,58,8,0
0,Feather,AK_f,0,0,0,9,0,10,0,23,0,19,Feather,AK_f,568,0,39,0,0,0,18,23,0,0
2,Feather,AK_f,0,0,0,0,0,13,15,0,6,8,Feather,AK_f,508,0,0,0,0,12,0,23,0,19
0,Feather,AK_f,568,0,42,16,4,0,0,0,0,0,Feather,AK_f,538,0,0,0,5,0,16,65,0,0
14,Feather,AK_f,299,0,39,0,8,0,0,0,10,0,Feather,AK_f,747,0,0,5,0,0,15,0,0,12
3,Feather,AK_f,418,0,23,0,10,17,0,0,0,0,Feather,AK_f,448,0,44,15,0,0,5,0,0,0
56,Feather,AK_f,239,0,0,24,0,0,9,23,0,0,Feather,AK_f,0,0,35,15,0,7,0,40,0,0
0,Feather,AK_f,777,0,0,0,0,20,6,0,4,0,Feather,AK_f,269,0,37,0,0,14,0,51,0,0
30,Feather,AK_f,299,0,0,0,0,0,12,58,0,12,Feather,AK_f,568,0,0,0,4,0,0,63,7,0
1,Feather,AK_f,747,0,0,0,0,0,13,19,7,0,Feather,AK_f,0,0,0,0,0,5,10,63,7,0
14,Feather,AK_f,508,0,0,0,10,0,0,21,0,19,Feather,AK_f,508,0,42,0,10,0,0,68,0,0
2,Feather,AK_f,239,0,44,17,0,15,0,0,0,0,Feather,AK_f,0,0,23,0,0,13,0,68,0,19
1,Feather,AK_f,0,0,32,21,0,0,0,40,0,7,Feather,AK_f,0,0,21,0,0,0,0,56,10,13
10,Feather,AK_f,0,0,37,9,0,12,0,0,8,0,Feather,AK_f,0,0,23,0,0,12,0,75,0,5
8,Feather,AK_f,0,0,0,0,0,18,10,0,7,12,Feather,AK_f,807,0,0,0,9,21,0,19,0,0
1,Feather,AK_f,0,0,19,0,4,20,22,0,0,0,Feather,AK_f,0,0,0,0,0,0,10,23,7,19
3,Feather,AK_f,717,0,0,10,0,0,0,33,4,0,Feather,AK_f,0,0,23,4,0,0,0,56,0,22
5,Feather,AK_f,1016,0,37,0,0,7,0,0,3,0,Feather,AK_f,0,0,23,0,0,11,0,79,0,12
1,Feather,AK_f,269,0,0,13,0,12,0,0,8,0,Feather,AK_f,0,0,0,10,15,0,5,0,7,0
19,Feather,AK_f,0,0,0,15,0,7,0,54,7,0,Feather,AK_f,0,0,21,5,0,0,0,100,3,0
5,Feather,AK_f,807,0,23,0,0,7,0,0,9,0,Feather,AK_f,478,0,0,0,13,7,0,40,0,0
5,Feather,AK_f,0,0,0,0,13,14,16,19,0,0,Feather,AK_f,568,0,42,0,8,0,0,42,0,0
6,Feather,AK_f,299,0,62,15,0,0,6,0,0,0,Feather,AK_f,0,0,0,0,11,12,0,40,7,0
10,Feather,AK_f,418,0,0,12,21,0,0,0,3,0,Feather,AK_f,239,0,62,0,5,0,0,54,0,0
30,Feather,AK_f,418,0,23,0,0,12,17,0,0,0,Feather,AK_f,657,0,0,0,10,13,0,40,0,0
34,Feather,AK_f,807,0,0,0,4,12,0,44,0,0,Feather,AK_f,0,0,35,10,15,0,0,47,0,0
6,Feather,AK_f,0,0,37,16,0,0,5,0,10,0,Feather,AK_f,0,0,0,9,0,0,0,21,10,13
246,Feather,AK_f,0,0,0,9,13,0,6,65,0,0,Feather,AK_f,269,0,23,0,0,0,0,79,6,0
82,Feather,AK_f,0,0,37,0,0,0,0,49,9,8,Feather,AK_f,0,0,0,9,0,5,0,58,7,0
9,Feather,AK_f,299,0,58,0,0,0,0,37,0,13,Feather,AK_f,0,0,0,0,0,7,6,75,6,0
6,Feather,AK_f,598,0,42,0,10,0,17,0,0,0,Feather,AK_f,538,0,39,0,0,18,0,19,0,0
10,Feather,AK_f,0,0,88,15,0,7,5,0,0,0,Feather,AK_f,747,0,0,0,11,0,5,37,0,0
29,Feather,AK_f,717,0,37,9,0,0,12,0,0,0,Feather,AK_f,538,0,16,0,0,0,0,37,0,25
3,Feather,AK_f,1046,0,42,0,9,7,0,0,0,0,Feather,AK_f,0,0,21,0,19,0,12,0,4,0
0,Feather,AK_f,0,0,42,4,0,0,12,0,14,0,Feather,AK_f,478,0,19,0,0,0,23,16,0,0
7,Feather,AK_f,418,0,37,0,20,0,6,0,0,0,Feather,AK_f,0,0,58,9,0,0,11,0,6,0
