NumRuns,ArtAType,ArtAMainstat,HP_f_A,AK_f_A,DF_f_A,HP_p_A,AK_p_A,DF_p_A,ER_p_A,EM_f_A,CR_p_A,CD_p_A,ArtBType,ArtBMainstat,HP_f_B,AK_f_B,DF_f_B,HP_p_B,AK_p_B,DF_p_B,ER_p_B,EM_f_B,CR_p_B,CD_p_B
235,Goblet,HP_p,0,19,44,0,0,6,0,77,0,0,Goblet,EM_f,0,14,0,10,0,12,0,0,0,20
25,Goblet,HY_p,0,0,76,0,0,0,6,37,0,5,Goblet,DF_p,239,0,0,5,0,0,11,79,0,0
10,Goblet,AK_p,239,0,16,0,0,20,0,0,12,0,Goblet,DF_p,1076,0,16,0,0,0,12,42,0,0
9,Goblet,GE_p,0,18,46,0,15,0,0,0,0,11,Goblet,GE_p,0,0,23,0,11,12,16,0,0,0
7,Goblet,AK_p,0,35,81,0,0,0,0,35,3,0,Goblet,CY_p,0,0,0,0,15,6,0,58,3,0
1,Goblet,AK_p,0,0,19,10,0,0,10,0,9,0,Goblet,HP_p,0,0,58,0,5,0,0,23,0,19
25,Goblet,HP_p,777,0,16,0,0,7,0,63,0,0,Goblet,EM_f,0,66,39,0,0,0,6,0,7,0
5,Goblet,AK_p,777,0,0,5,0,7,16,0,0,0,Goblet,HP_p,0,0,39,0,11,12,0,35,0,0
3,Goblet,HP_p,0,0,39,0,10,0,0,0,7,15,Goblet,EM_f,538,64,0,6,0,0,0,0,3,0
12,Goblet,DF_p,239,0,0,13,0,0,0,40,10,0,Goblet,HP_p,0,0,60,0,0,13,6,40,0,0
6,Goblet,AN_p,239,0,0,0,0,15,0,42,9,0,Goblet,DF_p,598,14,0,0,0,0,10,63,0,0
2,Goblet,HP_p,0,31,39,0,10,0,0,0,0,16,Goblet,DF_p,0,29,0,0,10,0,6,56,0,0
230,Goblet,EM_f,1076,16,0,5,0,12,0,0,0,0,Goblet,EM_f,0,0,37,0,0,0,12,0,6,19
2,Goblet,EL_p,0,14,0,9,0,6,0,0,13,0,Goblet,AK_p,836,29,0,0,0,14,11,0,0,0
5,Goblet,CY_p,0,29,23,0,20,5,0,0,0,0,Goblet,HP_p,0,0,44,0,0,7,0,79,0,6
1,Goblet,DF_p,0,54,0,6,0,0,0,0,6,6,Goblet,HP_p,538,0,0,0,0,0,10,35,0,16
22,Goblet,DF_p,0,19,19,10,0,0,0,0,12,0,Goblet,PY_p,0,27,39,15,0,0,0,23,0,0
1,Goblet,AN_p,0,53,32,0,0,0,13,0,0,6,Goblet,AN_p,538,0,16,10,0,0,21,0,0,0
78,Goblet,GE_p,0,14,19,0,0,0,17,61,0,0,Goblet,EM_f,448,0,0,0,0,0,18,0,4,19
3,Goblet,DF_p,0,0,16,5,0,0,11,0,12,0,Goblet,HP_p,837,0,39,0,14,0,0,23,0,0
2,Goblet,EL_p,0,53,0,0,0,12,0,0,4,12,Goblet,AN_p,0,18,0,0,4,0,13,75,0,0
6,Goblet,DF_p,0,0,72,0,0,0,0,61,3,8,Goblet,HP_p,0,16,0,0,10,11,0,63,0,0
126,Goblet,AK_p,747,0,16,0,0,0,6,70,0,0,Goblet,HP_p,448,0,21,0,6,0,0,75,0,0
55,Goblet,DF_p,0,0,21,12,0,0,0,40,9,0,Goblet,HY_p,239,33,0,0,0,0,17,37,0,0
9,Goblet,AN_p,209,39,0,0,9,0,0,0,10,0,Goblet,GE_p,0,0,37,19,0,0,0,19,7,0
7,Goblet,PH_p,0,43,21,0,0,0,11,37,0,0,Goblet,AK_p,568,0,0,5,0,0,10,61,0,0
7,Goblet,HP_p,299,0,0,0,25,0,0,0,3,7,Goblet,HP_p,0,51,39,0,0,0,13,37,0,0
41,Goblet,AK_p,0,14,79,0,0,0,0,47,0,6,Goblet,AK_p,717,19,21,0,0,0,0,54,0,0
15,Goblet,PY_p,478,66,0,10,0,7,0,0,0,0,Goblet,PY_p,0,37,0,0,15,7,0,37,0,0
14,Goblet,GE_p,508,29,0,0,10,12,0,0,0,0,Goblet,DF_p,269,0,53,0,0,0,0,16,0,19
346,Goblet,EM_f,269,43,0,9,0,0,0,0,7,0,Goblet,EM_f,0,0,58,6,8,0,12,0,0,0
5,Goblet,DF_p,0,0,0,0,4,0,10,40,9,0,Goblet,HY_p,0,54,0,0,0,0,5,58,7,0
2,Goblet,AK_p,0,29,39,0,0,20,0,37,0,0,Goblet,DF_p,0,0,16,0,0,0,0,47,10,15
104,Goblet,EL_p,0,0,65,0,0,5,10,65,0,0,Goblet,EM_f,0,43,23,0,0,0,0,0,10,5
21,Goblet,PY_p,239,0,0,10,0,0,9,86,0,0,Goblet,EM_f,0,33,0,0,0,0,6,0,11,12
0,Goblet,DF_p,0,33,56,10,0,0,0,0,0,12,Goblet,HY_p,0,53,0,8,6,0,0,44,0,0
369,Goblet,EM_f,0,33,23,0,0,17,0,0,10,0,Goblet,EM_f,0,18,0,24,0,0,12,0,4,0
6,Goblet,DF_p,0,29,0,9,15,0,0,23,0,0,Goblet,HP_p,0,49,39,0,0,0,0,40,3,0
4,Goblet,EL_p,448,0,0,20,0,6,0,0,4,0,Goblet,HP_p,269,49,0,0,0,19,0,16,0,0
0,Goblet,EL_p,0,41,0,0,0,7,12,37,0,0,Goblet,HP_p,0,14,19,0,0,0,0,84,6,0
0,Goblet,AK_p,209,0,23,0,0,12,0,0,14,0,Goblet,HP_p,0,0,0,0,9,6,0,23,0,29
4,Goblet,DF_p,0,29,21,22,0,0,0,0,0,8,Goblet,HP_p,299,0,58,0,10,0,0,35,0,0
7,Goblet,HP_p,299,45,42,0,8,0,0,0,0,0,Goblet,AK_p,448,49,0,5,0,0,0,42,0,0
4,Goblet,CY_p,866,0,19,4,20,0,0,0,0,0,Goblet,PH_p,0,0,0,15,5,17,0,42,0,0
9,Goblet,GE_p,0,49,0,10,0,12,5,0,0,0,Goblet,AK_p,717,0,0,10,0,11,6,0,0,0
3,Goblet,HP_p,0,16,0,0,0,18,0,0,10,14,Goblet,DF_p,777,0,0,9,10,0,0,16,0,0
86,Goblet,AK_p,478,37,0,0,0,0,5,89,0,0,Goblet,HY_p,269,39,19,0,0,0,0,100,0,0
5,Goblet,EL_p,508,35,0,0,0,0,6,0,10,0,Goblet,HP_p,538,0,0,0,10,18,0,16,0,0
30,Goblet,DF_p,0,33,16,0,0,0,0,37,0,19,Goblet,DF_p,538,0,0,0,0,0,11,61,4,0
17,Goblet,AK_p,0,53,0,10,0,11,10,0,0,0,Goblet,GE_p,0,0,16,0,10,0,13,61,0,0
1,Goblet,HP_p,448,16,60,0,0,0,0,44,0,0,Goblet,HP_p,0,39,0,0,10,7,0,61,0,0
21,Goblet,HP_p,0,0,23,0,10,12,21,0,0,0,Goblet,EM_f,896,35,42,0,5,0,0,0,0,0
3,Goblet,HP_p,508,0,23,0,11,0,0,0,0,20,Goblet,AK_p,418,0,0,15,0,19,5,0,0,0
0,Goblet,DF_p,568,0,0,4,0,0,6,0,0,26,Goblet,PH_p,0,35,0,0,0,0,10,79,0,5
9,Goblet,AK_p,508,0,46,16,0,0,0,19,0,0,Goblet,PH_p,0,29,60,0,10,0,0,23,0,0
28,Goblet,HP_p,598,0,88,0,0,6,5,0,0,0,Goblet,EL_p,209,0,0,11,0,0,11,58,0,0
9,Goblet,HY_p,717,0,0,0,0,12,11,19,0,0,Goblet,AK_p,0,0,16,0,0,0,12,63,0,14
6,Goblet,PY_p,0,0,67,0,0,12,5,0,0,17,Goblet,AK_p,0,47,21,0,0,0,0,56,4,0
1000,Goblet,EM_f,299,29,0,0,9,0,21,0,0,0
2,Goblet,DF_p,0,72,23,10,0,0,0,0,4,0,Goblet,DF_p,538,33,0,0,9,0,11,0,0,0
2,Goblet,DF_p,0,33,19,0,0,0,17,0,8,0,Goblet,PH_p,717,0,0,0,0,0,0,58,4,5
18,Goblet,AK_p,0,53,46,0,0,0,0,37,0,13,Goblet,AK_p,0,19,58,0,0,0,11,42,0,0
5,Goblet,DF_p,0,27,60,10,0,0,0,0,0,14,Goblet,AK_p,747,16,0,0,0,0,0,56,0,13
1,Goblet,EL_p,1016,33,0,0,9,0,0,0,4,0,Goblet,EM_f,299,0,0,9,8,17,0,0,0,0
2,Goblet,DF_p,478,35,0,0,0,0,12,0,7,0,Goblet,GE_p,538,0,39,0,0,0,16,44,0,0
4,Goblet,HP_p,0,37,0,0,0,6,12,0,0,19,Goblet,PH_p,0,27,46,0,0,0,17,0,3,0
5,Goblet,DF_p,0,14,0,16,19,0,5,0,0,0,Goblet,CY_p,0,0,53,0,10,0,6,0,0,12
3,Goblet,AK_p,0,0,0,0,0,18,11,0,11,6,Goblet,AK_p,0,0,16,0,0,0,6,40,0,25
0,Goblet,EL_p,0,0,16,0,15,15,0,0,6,0,Goblet,HP_p,299,0,42,0,19,0,0,16,0,0
2,Goblet,DF_p,448,18,32,20,0,0,0,0,0,0,Goblet,HP_p,538,29,39,0,0,0,12,0,0,0
1,Goblet,GE_p,896,0,16,0,0,12,0,0,10,0,Goblet,PH_p,0,33,60,0,0,0,0,44,0,5
29,Goblet,HP_p,448,0,0,0,0,0,11,40,0,15,Goblet,CY_p,0,19,0,0,9,0,0,44,0,19
10,Goblet,PH_p,0,39,58,0,0,5,0,42,0,0,Goblet,EM_f,239,0,39,19,0,7,0,0,0,0
21,Goblet,HP_p,0,0,23,0,0,12,11,0,9,0,Goblet,HP_p,0,49,0,0,9,7,17,0,0,0
23,Goblet,AK_p,0,18,0,0,0,17,0,42,0,16,Goblet,HP_p,508,37,35,0,0,0,0,47,0,0
1,Goblet,AK_p,896,0,35,0,0,0,0,21,0,16,Goblet,EM_f,538,0,16,0,0,0,17,0,0,22
3,Goblet,EL_p,0,14,56,0,0,0,16,0,3,0,Goblet,HP_p,0,16,0,0,0,0,17,44,8,0
4,Goblet,AK_p,538,29,0,0,0,7,15,0,0,0,Goblet,EL_p,209,0,0,0,0,6,19,82,0,0
0,Goblet,AK_p,0,29,23,0,0,19,0,0,0,13,Goblet,AK_p,299,27,76,0,0,0,5,0,0,0
5,Goblet,HP_p,0,51,0,0,5,11,0,0,0,16,Goblet,EL_p,0,0,81,0,10,6,6,0,0,0
0,Goblet,HP_p,0,19,0,0,0,17,0,40,7,0,Goblet,AK_p,0,45,0,0,0,0,6,61,4,0
0,Goblet,AK_p,0,0,42,0,0,13,0,0,6,15,Goblet,CY_p,209,29,62,0,0,0,0,44,0,0
4,Goblet,HP_p,807,18,0,0,0,0,0,16,0,18,Goblet,AK_p,0,29,19,0,0,0,11,61,0,0
548,Goblet,EM_f,956,16,44,0,0,12,0,0,0,0,Goblet,EM_f,0,0,0,0,0,11,6,0,9,21
24,Goblet,DF_p,0,27,0,0,0,0,16,42,8,0,Goblet,HP_p,209,0,0,0,0,0,16,44,7,0
12,Goblet,DF_p,568,33,21,0,15,0,0,0,0,0,Goblet,DF_p,0,0,60,0,6,0,11,0,0,13
6,Goblet,HY_p,807,0,51,9,0,0,6,0,0,0,Goblet,AK_p,269,0,0,4,0,26,0,42,0,0
9,Goblet,GE_p,0,37,16,16,0,12,0,0,0,0,Goblet,GE_p,1046,0,16,0,0,0,0,47,4,0
3,Goblet,AK_p,209,0,60,10,0,0,0,0,0,12,Goblet,PH_p,239,0,60,0,0,5,17,0,0,0
17,Goblet,PH_p,777,33,0,0,0,0,5,35,0,0,Goblet,HP_p,0,0,0,0,4,7,5,110,0,0
0,Goblet,AK_p,239,0,23,15,0,0,0,0,0,19,Goblet,EL_p,598,16,21,0,0,0,20,0,0,0
2,Goblet,HP_p,568,29,0,0,0,0,12,0,7,0,Goblet,HY_p,0,0,0,10,12,0,14,19,0,0
4,Goblet,AK_p,239,0,0,11,0,12,15,0,0,0,Goblet,DF_p,0,29,0,0,6,0,12,58,0,0
26,Goblet,PY_p,687,0,42,0,0,0,0,19,0,19,Goblet,CY_p,0,16,0,0,10,0,10,68,0,0
5,Goblet,HP_p,299,0,97,0,0,0,0,0,3,7,Goblet,DF_p,0,33,0,4,0,0,0,56,0,15
0,Goblet,DF_p,269,14,60,0,0,0,0,0,10,0,Goblet,EL_p,0,0,23,0,0,10,0,58,6,0
9,Goblet,AK_p,448,35,44,0,0,0,11,0,0,0,Goblet,DF_p,239,0,56,16,0,0,12,0,0,0
28,Goblet,AK_p,0,18,23,0,0,0,0,61,0,19,Goblet,AK_p,0,14,23,0,0,0,18,61,0,0
4,Goblet,GE_p,209,53,0,0,6,0,0,0,0,21,Goblet,HP_p,0,0,65,0,15,0,0,40,3,0
69,Goblet,DF_p,0,0,39,0,4,0,0,56,7,0,Goblet,DF_p,0,0,42,10,0,0,0,65,3,0
25,Goblet,DF_p,269,29,0,5,0,0,23,0,0,0,Goblet,PH_p,478,0,58,0,0,12,0,23,0,0
185,Goblet,GE_p,717,0,23,0,0,0,0,58,7,0,Goblet,PH_p,448,0,0,6,0,0,0,61,0,12
1,Goblet,AN_p,0,0,44,0,6,0,17,0,6,0,Goblet,HP_p,0,0,19,0,9,0,18,0,9,0
20,Goblet,PY_p,0,0,42,8,11,13,0,0,0,0,Goblet,HP_p,418,0,21,0,0,11,0,63,0,0
5,Goblet,AN_p,0,0,35,0,0,20,11,40,0,0,Goblet,EM_f,0,37,0,0,0,13,10,0,0,13
9,Goblet,PY_p,777,0,32,0,0,11,0,0,0,15,Goblet,EM_f,0,0,46,10,0,15,6,0,0,0
15,Goblet,CY_p,0,18,0,0,0,0,0,16,13,16,Goblet,DF_p,0,54,0,0,0,0,5,61,0,16
3,Goblet,HP_p,568,49,0,0,0,12,0,0,4,0,Goblet,DF_p,0,0,16,0,11,0,0,35,0,23
20,Goblet,DF_p,239,0,32,0,0,0,0,37,0,19,Goblet,PH_p,896,33,19,0,0,0,0,61,0,0
0,Goblet,HP_p,508,45,0,0,0,12,0,0,4,0,Goblet,HY_p,478,0,0,5,0,25,0,44,0,0
25,Goblet,DF_p,0,45,39,0,10,0,6,0,0,0,Goblet,AK_p,747,33,0,0,0,0,0,23,10,0
12,Goblet,HP_p,269,0,37,0,15,0,0,0,0,13,Goblet,AK_p,299,47,60,0,0,0,5,0,0,0
0,Goblet,DF_p,0,16,37,0,20,0,0,0,4,0,Goblet,EL_p,508,31,0,0,0,0,0,21,0,16
2,Goblet,AK_p,0,18,37,0,0,0,0,61,6,0,Goblet,EM_f,0,29,0,0,15,0,10,0,0,8
1000,Goblet,EM_f,0,0,44,0,0,0,17,0,6,5
8,Goblet,AK_p,598,0,56,10,0,0,11,0,0,0,Goblet,AN_p,0,0,23,0,0,0,0,56,9,6
1,Goblet,PH_p,209,53,39,10,0,0,0,0,0,0,Goblet,AK_p,836,16,42,0,0,0,10,0,0,0
0,Goblet,AK_p,478,0,35,9,0,0,0,0,7,0,Goblet,DF_p,0,35,0,4,0,0,17,42,0,0
18,Goblet,DF_p,0,35,56,0,6,0,0,0,0,13,Goblet,EM_f,0,47,0,10,0,13,0,0,0,12
5,Goblet,HY_p,0,0,37,0,0,14,10,0,6,0,Goblet,PH_p,269,45,0,0,0,5,0,65,0,0
10,Goblet,HP_p,538,0,74,0,0,0,5,16,0,0,Goblet,HP_p,299,0,0,0,0,5,0,61,0,18
11,Goblet,AK_p,299,35,39,0,0,0,0,0,9,0,Goblet,HP_p,0,16,72,0,0,19,0,23,0,0
20,Goblet,AK_p,508,0,0,4,0,13,16,0,0,0,Goblet,DF_p,0,19,0,19,0,0,0,16,10,0
5,Goblet,AN_p,0,0,0,0,16,7,9,0,7,0,Goblet,AK_p,687,0,21,0,0,0,0,35,0,15
231,Goblet,HP_p,0,0,21,0,6,19,0,63,0,0,Goblet,AK_p,0,35,0,0,0,12,6,65,0,0
0,Goblet,HP_p,777,0,0,0,0,0,5,0,7,16,Goblet,PH_p,0,0,35,0,0,25,6,0,0,14
6,Goblet,HY_p,747,0,0,10,0,12,0,0,0,5,Goblet,AK_p,0,33,0,4,0,0,16,42,0,0
4,Goblet,AN_p,0,35,0,0,0,11,0,0,4,28,Goblet,DF_p,269,0,0,13,0,0,5,0,0,23
2,Goblet,HP_p,986,18,0,0,0,0,0,40,0,6,Goblet,HP_p,568,0,0,0,0,0,5,61,0,20
15,Goblet,AK_p,0,16,37,0,0,14,0,51,0,0,Goblet,DF_p,657,0,19,0,6,0,0,61,0,0
0,Goblet,AK_p,896,16,0,0,0,0,6,0,0,14,Goblet,HP_p,0,33,0,0,9,7,0,61,0,0
23,Goblet,DF_p,0,56,37,0,0,0,10,0,0,6,Goblet,AK_p,0,0,53,10,0,13,0,21,0,0
13,Goblet,GE_p,0,18,0,8,0,0,11,0,10,0,Goblet,EM_f,448,53,0,10,6,0,0,0,0,0
25,Goblet,EL_p,0,19,39,0,0,0,17,61,0,0,Goblet,DF_p,0,39,16,0,0,0,12,89,0,0
5,Goblet,HY_p,0,16,37,0,0,20,0,0,10,0,Goblet,DF_p,508,0,0,11,0,0,0,63,3,0
4,Goblet,CY_p,0,35,37,0,0,0,0,0,5,15,Goblet,AK_p,0,0,0,0,0,7,0,58,7,19
8,Goblet,AK_p,0,43,44,0,0,7,10,0,0,0,Goblet,GE_p,0,0,62,0,15,0,0,40,0,8
4,Goblet,AK_p,299,51,0,0,0,12,0,0,7,0,Goblet,DF_p,0,0,62,0,5,0,0,42,6,0
54,Goblet,HP_p,0,0,0,0,8,0,12,37,0,14,Goblet,AN_p,568,35,16,0,0,0,0,63,0,0
2,Goblet,HY_p,538,0,0,14,0,0,0,61,3,0,Goblet,EM_f,0,18,0,12,0,24,0,0,3,0
246,Goblet,AK_p,239,0,0,5,0,0,14,68,0,0,Goblet,EM_f,269,37,0,0,9,0,0,0,0,19
33,Goblet,DF_p,747,0,44,4,0,0,0,47,0,0,Goblet,DF_p,0,37,0,0,10,0,0,61,3,0
457,Goblet,EM_f,269,49,0,0,6,0,0,0,9,0,Goblet,EM_f,956,29,46,0,0,0,5,0,0,0
17,Goblet,AK_p,687,35,0,10,0,0,5,0,0,0,Goblet,HP_p,0,0,19,0,0,13,12,0,0,19
12,Goblet,AK_p,0,31,0,0,0,13,0,56,4,0,Goblet,HP_p,269,0,32,0,0,0,0,82,3,0
1,Goblet,HP_p,448,31,16,0,0,18,0,0,0,0,Goblet,AK_p,0,0,0,9,0,13,12,0,0,13
6,Goblet,CY_p,0,49,23,15,0,0,0,0,0,7,Goblet,DF_p,538,0,44,0,0,0,0,61,0,5
34,Goblet,DF_p,1016,14,0,10,0,0,0,23,0,0,Goblet,GE_p,269,53,0,0,9,0,0,35,0,0
4,Goblet,DF_p,0,29,0,10,0,0,0,21,12,0,Goblet,AK_p,269,0,83,6,0,0,0,40,0,0
0,Goblet,HP_p,777,35,21,0,0,0,0,0,7,0,Goblet,CY_p,0,0,19,14,0,12,12,0,0,0
2,Goblet,HY_p,239,53,0,0,0,5,0,0,9,0,Goblet,PH_p,0,16,0,0,10,0,6,0,12,0
2,Goblet,GE_p,0,0,39,0,0,21,0,44,0,6,Goblet,DF_p,0,0,0,6,9,0,10,54,0,0
1,Goblet,DF_p,478,35,37,0,0,0,10,0,0,0,Goblet,HP_p,0,0,58,0,0,0,10,21,10,0
7,Goblet,DF_p,209,0,37,0,0,0,0,63,7,0,Goblet,EM_f,747,19,35,0,0,0,0,0,6,0
8,Goblet,AK_p,299,51,0,0,0,0,0,0,4,19,Goblet,HP_p,0,0,0,0,16,0,0,16,10,12
5,Goblet,DF_p,866,16,0,0,11,0,0,0,0,12,Goblet,PY_p,0,0,0,0,13,18,6,23,0,0
1,Goblet,AK_p,0,33,0,9,0,18,11,0,0,0,Goblet,EL_p,0,0,0,0,4,0,0,47,16,6
3,Goblet,PY_p,717,0,23,0,0,0,0,37,0,12,Goblet,HP_p,0,29,58,0,0,7,0,42,0,0
2,Goblet,PH_p,568,35,0,9,0,12,0,0,0,0,Goblet,AK_p,747,0,44,0,0,12,6,0,0,0
14,Goblet,AK_p,0,35,16,0,0,0,0,0,10,18,Goblet,EL_p,0,16,0,0,9,0,14,0,10,0
16,Goblet,DF_p,0,33,39,0,0,0,5,56,0,0,Goblet,HP_p,209,0,67,0,0,0,0,58,3,0
3,Goblet,HP_p,0,0,19,0,0,12,6,0,13,0,Goblet,AK_p,0,0,37,0,0,0,6,51,7,0
0,Goblet,AK_p,0,0,35,0,0,6,11,56,0,0,Goblet,EM_f,508,54,0,4,0,19,0,0,0,0
25,Goblet,DF_p,508,14,58,0,0,0,0,0,0,13,Goblet,EL_p,0,37,0,0,4,0,18,42,0,0
1,Goblet,AK_p,0,0,39,0,0,12,0,0,7,21,Goblet,PY_p,0,0,0,6,0,0,21,37,0,5
28,Goblet,AN_p,299,35,0,0,16,0,0,37,0,0,Goblet,HP_p,717,0,0,0,0,11,12,47,0,0
4,Goblet,HY_p,807,33,0,0,0,12,6,0,0,0,Goblet,AK_p,0,31,35,4,0,0,18,0,0,0
2,Goblet,HP_p,0,45,44,0,0,7,10,0,0,0,Goblet,HY_p,0,0,0,8,0,0,16,40,0,8
0,Goblet,EL_p,299,0,0,0,0,18,0,0,3,25,Goblet,AK_p,0,16,0,0,0,0,19,37,9,0
0,Goblet,AK_p,0,0,0,20,0,13,9,21,0,0,Goblet,DF_p,0,29,21,11,0,0,0,56,0,0
2,Goblet,DF_p,508,0,16,0,0,0,15,40,0,0,Goblet,PH_p,299,0,21,0,0,0,16,56,0,0
3,Goblet,DF_p,0,0,0,6,10,0,12,0,0,19,Goblet,HP_p,0,47,0,0,8,6,0,42,0,0
8,Goblet,DF_p,0,0,62,5,0,0,16,0,0,14,Goblet,EM_f,538,0,56,10,0,7,0,0,0,0
6,Goblet,HP_p,0,47,35,0,0,0,0,0,7,7,Goblet,GE_p,269,0,35,0,0,16,0,70,0,0
5,Goblet,AN_p,0,16,65,0,0,18,6,0,0,0,Goblet,PH_p,0,0,62,0,0,0,10,42,0,13
70,Goblet,HP_p,538,0,0,0,0,0,5,82,0,7,Goblet,EM_f,239,41,0,16,0,7,0,0,0,0
6,Goblet,PY_p,508,27,0,5,16,0,0,0,0,0,Goblet,HP_p,0,0,19,0,0,17,19,21,0,0
6,Goblet,GE_p,777,33,32,0,0,0,0,40,0,0,Goblet,HP_p,239,58,0,0,0,0,0,56,4,0
0,Goblet,HP_p,0,14,0,0,10,0,16,0,0,13,Goblet,HY_p,209,0,65,0,16,0,0,40,0,0
23,Goblet,AK_p,0,19,0,16,0,12,0,0,5,0,Goblet,HY_p,1076,0,39,0,0,7,6,0,0,0
1,Goblet,HP_p,538,0,65,0,0,7,0,0,5,0,Goblet,PY_p,777,0,44,0,0,13,5,0,0,0
1,Goblet,DF_p,0,19,0,0,0,0,6,0,13,12,Goblet,HY_p,0,0,23,0,0,17,11,0,0,19
47,Goblet,DF_p,1285,19,0,0,0,0,0,21,0,5,Goblet,DF_p,0,33,0,0,0,0,6,42,0,19
9,Goblet,AK_p,0,19,19,0,0,18,0,0,0,18,Goblet,HP_p,448,0,37,0,0,13,17,0,0,0
1,Goblet,PH_p,508,0,58,5,0,0,0,0,0,11,Goblet,HY_p,0,35,44,0,0,0,5,61,0,0
16,Goblet,PH_p,747,0,16,15,0,7,0,0,0,0,Goblet,HP_p,478,33,0,0,15,0,0,47,0,0
186,Goblet,EL_p,209,35,0,0,0,12,0,84,0,0,Goblet,EM_f,269,0,0,10,9,0,0,0,10,0
