NumRuns,ArtAType,ArtAMainstat,HP_f_A,AK_f_A,DF_f_A,HP_p_A,AK_p_A,DF_p_A,ER_p_A,EM_f_A,CR_p_A,CD_p_A,ArtBType,ArtBMainstat,HP_f_B,AK_f_B,DF_f_B,HP_p_B,AK_p_B,DF_p_B,ER_p_B,EM_f_B,CR_p_B,CD_p_B
0,Timepiece,AK_p,0,0,19,17,0,0,10,0,7,0,Timepiece,AK_p,508,0,0,9,0,12,11,0,0,0
10,Timepiece,DF_p,687,16,67,0,6,0,0,0,0,0,Timepiece,EM_f,0,49,23,0,13,0,10,0,0,0
12,Timepiece,ER_p,0,0,16,0,0,12,0,0,13,8,Timepiece,AK_p,239,72,0,0,0,0,12,16,0,0
3,Timepiece,DF_p,687,35,0,0,0,0,0,0,7,8,Timepiece,AK_p,0,18,0,0,0,14,12,75,0,0
0,Timepiece,HP_p,926,0,0,0,0,7,0,37,4,0,Timepiece,EM_f,209,33,0,16,0,0,12,0,0,0
8,Timepiece,ER_p,0,0,32,0,10,0,0,56,4,0,Timepiece,EM_f,0,0,19,0,0,12,17,0,7,0
58,Timepiece,EM_f,239,54,16,0,0,0,0,0,0,23,Timepiece,EM_f,448,47,0,0,0,7,13,0,0,0
26,Timepiece,HP_p,1046,37,19,0,0,0,6,0,0,0,Timepiece,AK_p,448,0,0,6,0,0,10,0,10,0
1,Timepiece,AK_p,448,14,65,0,0,0,11,0,0,0,Timepiece,ER_p,448,0,37,0,0,0,0,44,0,12
17,Timepiece,DF_p,0,16,0,14,4,0,17,0,0,0,Timepiece,DF_p,0,19,44,0,15,0,0,33,0,0
49,Timepiece,EM_f,777,0,0,5,0,0,9,0,0,12,Timepiece,EM_f,0,0,0,0,0,14,11,0,10,13
7,Timepiece,HP_p,508,0,37,0,0,7,0,0,0,17,Timepiece,DF_p,269,14,0,0,0,0,0,37,0,30
12,Timepiece,AK_p,0,54,37,0,0,0,0,33,3,0,Timepiece,HP_p,807,16,0,0,0,0,0,35,0,16
25,Timepiece,DF_p,299,0,19,9,0,0,0,0,14,0,Timepiece,ER_p,508,0,0,10,0,0,0,0,6,13
9,Timepiece,AK_p,209,0,0,0,0,0,10,58,6,0,Timepiece,AK_p,0,37,0,5,0,12,0,63,0,0
8,Timepiece,DF_p,777,35,32,0,0,0,6,0,0,0,Timepiece,EM_f,508,31,0,0,0,6,0,0,9,0
1,Timepiece,AK_p,0,0,0,0,0,14,10,33,7,0,Timepiece,HP_p,508,31,37,0,0,0,0,40,0,0
16,Timepiece,AK_p,0,0,46,0,0,0,15,44,3,0,Timepiece,HP_p,478,37,0,0,5,0,0,65,0,0
1,Timepiece,HP_p,717,18,0,0,0,12,0,0,8,0,Timepiece,EM_f,209,0,60,0,0,0,12,0,0,13
121,Timepiece,DF_p,0,0,0,10,6,0,0,54,0,12,Timepiece,EM_f,0,16,0,15,0,12,0,0,0,15
4,Timepiece,DF_p,0,14,39,0,16,0,0,0,0,19,Timepiece,AK_p,508,68,0,0,0,0,0,23,3,0
2,Timepiece,HP_p,299,0,0,0,19,7,0,0,6,0,Timepiece,AK_p,299,0,65,5,0,0,0,49,0,0
6,Timepiece,DF_p,1225,0,16,0,5,0,10,0,0,0,Timepiece,HP_p,299,31,19,0,0,0,0,75,0,0
1000,Timepiece,EM_f,0,0,76,10,0,0,6,0,0,8
71,Timepiece,EM_f,299,0,58,0,5,0,0,0,11,0,Timepiece,EM_f,0,0,0,0,0,13,9,0,11,6
4,Timepiece,AK_p,0,74,19,9,0,0,0,0,4,0,Timepiece,HP_p,448,0,60,0,0,0,10,0,0,15
7,Timepiece,DF_p,538,14,0,0,0,0,0,0,14,7,Timepiece,ER_p,239,39,0,0,13,0,0,0,7,0
0,Timepiece,AK_p,1016,0,0,10,0,6,5,0,0,0,Timepiece,AK_p,0,62,0,10,0,0,0,19,0,15
8,Timepiece,HP_p,717,29,0,0,10,0,0,0,6,0,Timepiece,HP_p,538,0,42,0,0,0,5,0,10,0
9,Timepiece,HP_p,687,0,67,0,10,0,0,0,3,0,Timepiece,HP_p,0,0,0,0,6,12,16,40,0,0
3,Timepiece,DF_p,717,0,0,10,9,0,6,0,0,0,Timepiece,ER_p,508,0,0,19,0,10,0,0,0,7
14,Timepiece,AK_p,807,0,0,12,0,0,5,42,0,0,Timepiece,AK_p,0,18,0,0,0,13,0,84,3,0
5,Timepiece,AK_p,598,31,0,11,0,12,0,0,0,0,Timepiece,DF_p,209,33,0,0,9,0,0,58,0,0
13,Timepiece,EM_f,0,19,0,9,0,0,0,0,10,12,Timepiece,EM_f,478,0,39,6,0,0,22,0,0,0
5,Timepiece,HP_p,239,45,0,0,0,0,12,40,0,0,Timepiece,EM_f,0,0,23,14,0,0,0,0,3,19
30,Timepiece,HP_p,0,51,0,0,6,0,0,37,9,0,Timepiece,HP_p,0,0,0,0,0,5,5,61,0,20
2,Timepiece,HP_p,0,0,37,0,19,5,0,0,3,0,Timepiece,DF_p,0,19,44,9,0,0,0,61,0,0
8,Timepiece,DF_p,0,0,0,0,13,0,6,0,9,6,Timepiece,AK_p,508,0,16,0,0,0,11,56,0,0
8,Timepiece,ER_p,538,72,0,5,0,5,0,0,0,0,Timepiece,EM_f,986,0,23,0,0,12,0,0,0,5
48,Timepiece,ER_p,0,0,42,0,12,7,0,0,8,0,Timepiece,AK_p,269,29,39,0,0,0,0,58,0,0
13,Timepiece,AK_p,0,78,0,5,0,7,9,0,0,0,Timepiece,AK_p,0,0,39,0,0,0,11,40,6,0
9,Timepiece,AK_p,0,49,16,15,0,0,0,19,0,0,Timepiece,AK_p,1105,16,0,9,0,0,0,44,0,0
0,Timepiece,HP_p,0,0,21,0,8,0,0,58,7,0,Timepiece,EM_f,807,0,35,9,6,0,0,0,0,0
3,Timepiece,DF_p,209,33,0,0,10,0,24,0,0,0,Timepiece,HP_p,508,0,0,0,0,0,17,44,3,0
1,Timepiece,DF_p,0,0,53,9,0,0,0,0,3,15,Timepiece,AK_p,568,0,0,12,0,0,16,0,3,0
7,Timepiece,DF_p,1076,18,0,0,0,0,5,0,0,12,Timepiece,DF_p,478,0,37,0,0,0,10,0,0,16
0,Timepiece,DF_p,866,18,0,0,4,0,0,0,10,0,Timepiece,EM_f,239,53,37,9,0,0,0,0,0,0
21,Timepiece,ER_p,269,37,0,0,10,0,0,56,0,0,Timepiece,EM_f,777,16,51,0,0,0,6,0,0,0
18,Timepiece,AK_p,448,0,0,0,0,0,9,44,7,0,Timepiece,AK_p,0,0,0,0,0,7,6,75,7,0
13,Timepiece,ER_p,269,0,19,0,12,0,0,0,10,0,Timepiece,AK_p,0,53,0,0,0,17,11,19,0,0
6,Timepiece,DF_p,777,33,0,9,0,0,6,0,0,0,Timepiece,EM_f,478,0,0,0,9,6,0,0,10,0
7,Timepiece,AK_p,1016,39,0,0,0,7,0,19,0,0,Timepiece,EM_f,269,31,76,0,0,0,6,0,0,0
0,Timepiece,HP_p,0,66,0,0,5,5,0,0,0,13,Timepiece,DF_p,0,29,44,0,0,0,13,35,0,0
0,Timepiece,ER_p,986,35,16,0,0,0,0,21,0,0,Timepiece,DF_p,0,27,23,0,0,0,15,42,0,0
23,Timepiece,ER_p,0,0,0,5,0,13,0,56,6,0,Timepiece,ER_p,568,33,0,4,0,0,0,58,0,0
12,Timepiece,AK_p,0,14,0,6,0,28,0,0,0,14,Timepiece,EM_f,0,31,39,11,0,11,0,0,0,0
84,Timepiece,EM_f,448,49,39,0,0,13,0,0,0,0,Timepiece,EM_f,538,0,21,0,0,0,5,0,14,0
12,Timepiece,AK_p,0,0,67,4,0,0,0,19,0,22,Timepiece,DF_p,0,0,0,9,5,0,6,72,0,0
11,Timepiece,AK_p,538,0,0,0,0,0,5,40,0,18,Timepiece,AK_p,0,39,0,0,0,0,0,56,7,14
1000,Timepiece,EM_f,418,0,19,0,0,0,18,0,7,0
1,Timepiece,DF_p,0,33,60,12,5,0,0,0,0,0,Timepiece,HP_p,657,0,23,0,13,0,12,0,0,0
8,Timepiece,DF_p,0,0,23,0,8,0,0,82,3,0,Timepiece,EM_f,0,53,0,4,0,11,12,0,0,0
2,Timepiece,AK_p,0,0,19,9,0,0,10,0,0,21,Timepiece,EM_f,239,0,0,0,16,7,15,0,0,0
0,Timepiece,DF_p,508,0,0,0,9,0,6,63,0,0,Timepiece,EM_f,538,0,69,0,0,12,0,0,4,0
24,Timepiece,EM_f,777,33,32,6,0,0,0,0,0,0,Timepiece,EM_f,0,31,0,0,0,14,5,0,0,19
78,Timepiece,EM_f,0,51,0,6,0,14,0,0,0,19,Timepiece,EM_f,0,51,16,0,0,0,12,0,7,0
13,Timepiece,DF_p,0,29,0,17,5,0,0,40,0,0,Timepiece,AK_p,538,0,42,0,0,6,0,58,0,0
0,Timepiece,HP_p,0,0,60,0,9,7,0,0,0,18,Timepiece,AK_p,0,0,46,13,0,0,12,19,0,0
1,Timepiece,AK_p,0,14,44,0,0,13,0,0,10,0,Timepiece,ER_p,299,18,0,0,0,27,0,0,6,0
1,Timepiece,DF_p,299,0,0,20,0,0,0,63,0,5,Timepiece,EM_f,538,47,0,9,0,0,5,0,0,0
179,Timepiece,EM_f,0,19,0,5,0,0,14,0,0,21,Timepiece,EM_f,0,14,0,9,0,0,17,0,7,0
2,Timepiece,DF_p,0,31,58,0,0,0,13,0,4,0,Timepiece,HP_p,896,18,0,0,0,0,10,37,0,0
2,Timepiece,ER_p,478,0,0,10,0,0,0,19,10,0,Timepiece,HP_p,0,33,37,0,0,15,0,54,0,0
17,Timepiece,DF_p,299,0,39,0,0,0,12,56,0,0,Timepiece,HP_p,299,35,42,0,0,0,0,77,0,0
4,Timepiece,AK_p,0,49,0,0,0,0,6,21,10,0,Timepiece,EM_f,508,33,0,0,11,0,14,0,0,0
5,Timepiece,AK_p,508,0,0,17,0,7,0,0,5,0,Timepiece,DF_p,837,0,0,16,0,0,5,0,0,8
35,Timepiece,DF_p,0,49,46,0,9,0,0,40,0,0,Timepiece,AK_p,0,0,35,10,0,0,0,42,0,11
36,Timepiece,EM_f,568,0,37,9,0,0,11,0,0,0,Timepiece,EM_f,0,37,39,0,0,0,12,0,0,13
16,Timepiece,AK_p,508,0,39,9,0,0,0,37,0,0,Timepiece,EM_f,807,0,19,0,10,0,11,0,0,0
0,Timepiece,DF_p,209,0,62,9,10,0,0,0,0,0,Timepiece,ER_p,0,33,0,0,21,13,0,0,3,0
18,Timepiece,HP_p,866,39,0,0,0,5,6,0,0,0,Timepiece,HP_p,538,0,0,0,10,12,0,40,0,0
1,Timepiece,EM_f,538,0,0,0,13,14,0,0,0,6,Timepiece,EM_f,0,0,0,11,15,7,9,0,0,0
25,Timepiece,AK_p,478,47,0,0,0,18,0,21,0,0,Timepiece,DF_p,269,0,0,6,0,0,9,79,0,0
21,Timepiece,HP_p,0,0,16,0,0,17,10,63,0,0,Timepiece,EM_f,508,27,42,0,10,0,0,0,0,0
16,Timepiece,HP_p,478,0,60,0,0,12,0,23,0,0,Timepiece,EM_f,747,0,0,0,15,5,0,0,0,12
36,Timepiece,AK_p,0,0,0,11,0,18,10,0,0,7,Timepiece,AK_p,538,0,0,6,0,0,0,37,9,0
0,Timepiece,HP_p,0,16,60,0,6,16,0,0,0,0,Timepiece,EM_f,508,19,0,0,19,12,0,0,0,0
1,Timepiece,AK_p,0,0,35,0,0,0,10,21,11,0,Timepiece,EM_f,299,0,0,0,0,11,11,0,0,20
9,Timepiece,AK_p,508,0,58,0,0,5,0,0,10,0,Timepiece,AK_p,448,0,0,4,0,18,12,0,0,0
7,Timepiece,ER_p,0,16,0,0,0,26,0,56,4,0,Timepiece,EM_f,508,0,0,14,6,12,0,0,0,0
22,Timepiece,HP_p,0,0,0,0,25,12,0,0,4,7,Timepiece,DF_p,717,0,23,20,0,0,0,19,0,0
20,Timepiece,AK_p,0,33,0,0,0,12,16,16,0,0,Timepiece,AK_p,0,0,62,4,0,0,0,65,0,6
9,Timepiece,AK_p,747,0,65,0,0,6,0,23,0,0,Timepiece,ER_p,448,31,42,0,0,0,0,40,0,0
13,Timepiece,DF_p,508,0,58,0,11,0,0,16,0,0,Timepiece,HP_p,657,0,19,0,0,0,0,56,7,0
11,Timepiece,HP_p,299,0,60,0,0,10,0,42,0,0,Timepiece,EM_f,1076,0,35,0,5,0,6,0,0,0
4,Timepiece,DF_p,807,0,58,0,0,0,0,19,7,0,Timepiece,AK_p,1285,19,0,0,0,7,0,33,0,0
49,Timepiece,AK_p,0,31,44,0,0,7,0,58,0,0,Timepiece,AK_p,508,19,0,0,0,0,0,96,0,6
3,Timepiece,AK_p,508,0,44,0,0,0,5,0,9,0,Timepiece,HP_p,0,18,0,0,0,5,0,40,0,26
0,Timepiece,AK_p,0,0,0,0,0,0,5,35,11,16,Timepiece,HP_p,448,19,0,0,0,11,0,56,0,0
188,Timepiece,EM_f,0,35,0,10,0,0,0,0,7,16,Timepiece,EM_f,747,16,0,0,0,0,12,0,8,0
4,Timepiece,DF_p,0,18,49,0,5,0,17,0,0,0,Timepiece,AK_p,0,16,21,0,0,0,0,100,6,0
29,Timepiece,EM_f,747,27,44,0,0,0,0,0,3,0,Timepiece,EM_f,0,0,0,17,0,0,5,0,3,19
3,Timepiece,DF_p,0,29,0,11,0,0,10,0,0,23,Timepiece,EM_f,538,0,69,0,0,7,0,0,0,8
200,Timepiece,EM_f,0,0,0,4,10,27,5,0,0,0,Timepiece,EM_f,0,37,0,15,0,0,11,0,3,0
0,Timepiece,HP_p,0,16,0,0,5,0,0,0,10,26,Timepiece,HP_p,0,37,0,0,20,0,0,37,3,0
22,Timepiece,AK_p,0,18,0,0,0,11,0,68,6,0,Timepiece,EM_f,508,0,0,14,0,14,0,0,0,8
4,Timepiece,HP_p,0,0,16,0,0,7,0,0,6,28,Timepiece,EM_f,0,0,39,9,12,0,0,0,7,0
24,Timepiece,AK_p,239,49,44,0,0,0,0,40,0,0,Timepiece,HP_p,209,0,39,0,0,0,14,44,0,0
279,Timepiece,EM_f,0,33,60,10,0,5,0,0,0,0,Timepiece,EM_f,508,0,62,0,0,13,5,0,0,0
2,Timepiece,HP_p,478,31,0,0,10,0,0,0,0,12,Timepiece,HP_p,0,0,56,0,0,5,10,0,6,0
6,Timepiece,AK_p,717,27,0,0,0,14,0,0,0,15,Timepiece,DF_p,0,0,23,0,0,0,5,19,0,40
4,Timepiece,HP_p,0,0,0,0,6,24,6,0,5,0,Timepiece,HP_p,448,16,39,0,0,0,0,63,0,0
46,Timepiece,DF_p,807,0,0,11,0,0,0,40,0,6,Timepiece,EM_f,299,0,39,9,0,19,0,0,0,0
39,Timepiece,AK_p,0,0,0,0,0,14,6,63,0,13,Timepiece,DF_p,0,16,16,0,0,0,17,61,0,0
1,Timepiece,AK_p,0,54,16,5,0,0,0,0,9,0,Timepiece,EM_f,538,16,0,0,10,0,0,0,0,20
19,Timepiece,ER_p,508,19,0,9,0,0,0,0,0,19,Timepiece,AK_p,0,31,0,0,0,18,0,63,0,8
10,Timepiece,AK_p,508,37,0,0,0,20,0,0,0,6,Timepiece,DF_p,0,0,0,11,6,0,16,0,0,12
3,Timepiece,DF_p,299,68,65,4,0,0,0,0,0,0,Timepiece,DF_p,299,45,39,0,0,0,18,0,0,0
15,Timepiece,DF_p,0,14,65,0,9,0,0,0,0,14,Timepiece,HP_p,448,19,0,0,0,0,0,65,6,0
2,Timepiece,HP_p,0,60,19,0,5,0,0,0,7,0,Timepiece,AK_p,568,0,0,0,0,19,0,33,3,0
73,Timepiece,HP_p,269,49,0,0,0,0,0,47,0,12,Timepiece,HP_p,0,37,37,0,0,13,0,63,0,0
4,Timepiece,DF_p,239,35,53,10,0,0,0,0,0,0,Timepiece,DF_p,478,0,19,0,0,0,0,68,0,12
48,Timepiece,AK_p,538,29,0,0,0,0,5,58,0,0,Timepiece,EM_f,0,0,0,5,15,6,0,0,0,21
1,Timepiece,AK_p,807,0,0,0,0,10,0,0,8,12,Timepiece,EM_f,0,56,39,0,5,0,9,0,0,0
5,Timepiece,HP_p,269,29,58,0,0,0,11,0,0,0,Timepiece,DF_p,0,0,16,21,6,0,0,37,0,0
168,Timepiece,EM_f,239,53,39,0,9,0,0,0,0,0,Timepiece,EM_f,0,35,44,0,0,0,10,0,0,12
6,Timepiece,DF_p,538,33,0,0,0,0,0,19,9,0,Timepiece,ER_p,0,27,62,0,10,0,0,42,0,0
12,Timepiece,DF_p,239,54,0,0,0,0,0,0,6,13,Timepiece,HP_p,0,33,46,0,0,20,5,0,0,0
0,Timepiece,DF_p,0,0,39,5,16,0,0,0,0,13,Timepiece,HP_p,0,37,0,0,10,0,0,21,0,19
3,Timepiece,DF_p,508,0,0,0,5,0,19,44,0,0,Timepiece,HP_p,209,0,0,0,0,0,19,68,3,0
10,Timepiece,ER_p,717,0,60,0,4,0,0,0,0,7,Timepiece,HP_p,0,49,19,0,0,12,0,37,0,0
1000,Timepiece,EM_f,299,0,35,0,10,0,17,0,0,0
14,Timepiece,AK_p,0,0,35,0,0,0,12,35,7,0,Timepiece,AK_p,0,0,35,0,0,12,12,37,0,0
38,Timepiece,HP_p,687,0,23,0,0,0,12,0,6,0,Timepiece,DF_p,0,14,56,0,0,0,12,35,0,0
3,Timepiece,DF_p,538,0,42,0,4,0,0,0,10,0,Timepiece,HP_p,209,37,0,0,9,0,0,77,0,0
4,Timepiece,HP_p,717,18,0,0,0,0,0,23,9,0,Timepiece,AK_p,0,0,0,8,0,12,12,44,0,0
1,Timepiece,AK_p,0,37,39,15,0,0,0,0,0,7,Timepiece,AK_p,0,14,51,0,0,0,0,61,4,0
6,Timepiece,DF_p,299,0,35,9,0,0,0,0,0,19,Timepiece,AK_p,598,0,35,0,0,11,0,42,0,0
173,Timepiece,EM_f,807,19,0,0,15,0,0,0,0,13,Timepiece,EM_f,478,0,0,0,6,19,11,0,0,0
43,Timepiece,DF_p,478,0,0,16,0,0,16,21,0,0,Timepiece,EM_f,299,0,62,5,0,0,16,0,0,0
427,Timepiece,EM_f,0,37,44,0,14,0,0,0,0,6,Timepiece,EM_f,0,0,19,0,0,14,21,0,7,0
0,Timepiece,AK_p,836,18,0,15,0,0,10,0,0,0,Timepiece,EM_f,1016,0,0,5,0,6,0,0,0,13
12,Timepiece,AK_p,0,0,39,0,0,14,5,0,0,19,Timepiece,HP_p,0,51,16,0,0,6,0,63,0,0
8,Timepiece,AK_p,448,0,0,0,0,15,0,21,9,0,Timepiece,DF_p,0,0,56,0,19,0,6,21,0,0
3,Timepiece,HP_p,508,19,0,0,0,14,0,0,0,20,Timepiece,ER_p,986,35,23,0,0,0,0,0,6,0
2,Timepiece,DF_p,0,0,16,5,10,0,0,98,0,0,Timepiece,HP_p,0,19,0,0,9,0,0,100,4,0
3,Timepiece,DF_p,836,0,44,5,14,0,0,0,0,0,Timepiece,DF_p,299,0,0,10,10,0,16,0,0,0
35,Timepiece,DF_p,0,0,100,0,0,0,5,40,0,6,Timepiece,ER_p,299,29,79,0,0,0,0,35,0,0
29,Timepiece,AK_p,508,68,19,10,0,0,0,0,0,0,Timepiece,HP_p,0,19,65,0,16,0,0,21,0,0
6,Timepiece,DF_p,0,0,39,22,0,0,6,0,7,0,Timepiece,HP_p,777,0,39,0,0,0,0,19,0,22
3,Timepiece,AK_p,508,14,0,15,0,0,11,0,0,0,Timepiece,EM_f,0,29,58,0,9,0,0,0,0,8
25,Timepiece,AK_p,269,70,19,0,0,0,0,35,0,0,Timepiece,EM_f,508,14,0,6,21,0,0,0,0,0
3,Timepiece,AK_p,239,0,56,5,0,0,0,0,10,0,Timepiece,AK_p,508,0,0,0,0,0,12,0,7,12
0,Timepiece,ER_p,448,49,0,0,0,17,0,23,0,0,Timepiece,HP_p,0,0,0,0,0,12,16,42,0,5
1,Timepiece,HP_p,807,51,0,0,0,0,6,0,3,0,Timepiece,DF_p,448,18,16,0,0,0,0,86,0,0
6,Timepiece,AK_p,209,0,39,0,0,25,0,0,7,0,Timepiece,ER_p,0,64,0,6,0,12,0,40,0,0
2,Timepiece,DF_p,598,51,19,0,13,0,0,0,0,0,Timepiece,DF_p,508,47,0,0,16,0,0,23,0,0
15,Timepiece,AK_p,0,19,35,0,0,0,16,56,0,0,Timepiece,EM_f,956,0,0,0,10,0,11,0,0,5
0,Timepiece,HP_p,0,31,76,0,0,7,0,0,0,7,Timepiece,DF_p,0,0,19,10,14,0,10,0,0,0
17,Timepiece,HP_p,239,33,56,0,0,0,0,37,0,0,Timepiece,DF_p,0,19,0,15,0,0,5,56,0,0
24,Timepiece,DF_p,0,0,32,0,14,0,13,0,6,0,Timepiece,DF_p,508,0,0,9,0,0,0,75,0,7
6,Timepiece,DF_p,478,0,0,5,10,0,0,0,0,27,Timepiece,HP_p,0,0,56,0,5,0,5,0,10,0
13,Timepiece,DF_p,807,27,0,11,0,0,0,23,0,0,Timepiece,HP_p,508,0,0,0,10,7,0,79,0,0
24,Timepiece,ER_p,209,0,19,0,0,0,0,42,12,0,Timepiece,EM_f,209,0,0,10,5,0,0,0,14,0
154,Timepiece,EM_f,538,0,37,0,10,0,0,0,7,0,Timepiece,EM_f,0,0,0,0,10,10,17,0,0,14
1,Timepiece,AK_p,239,89,0,10,0,5,0,0,0,0,Timepiece,ER_p,0,19,16,0,15,0,0,0,10,0
4,Timepiece,AK_p,0,0,19,8,0,0,12,0,0,22,Timepiece,ER_p,0,51,0,10,11,0,0,16,0,0
1,Timepiece,HP_p,0,0,53,0,6,12,0,0,0,15,Timepiece,DF_p,299,35,39,0,0,0,16,0,0,0
0,Timepiece,AK_p,448,16,44,0,0,18,0,0,0,0,Timepiece,HP_p,508,0,0,0,10,0,17,19,0,0
26,Timepiece,HP_p,0,18,44,0,15,0,0,35,0,0,Timepiece,EM_f,807,0,19,4,0,0,0,0,10,0
0,Timepiece,HP_p,0,54,19,0,0,0,0,21,9,0,Timepiece,AK_p,269,0,0,0,0,0,10,23,0,24
12,Timepiece,DF_p,209,18,44,0,0,0,0,0,0,30,Timepiece,AK_p,657,0,0,0,0,0,6,40,6,0
7,Timepiece,EM_f,0,18,42,19,0,6,0,0,0,0,Timepiece,EM_f,0,0,19,10,4,0,24,0,0,0
18,Timepiece,ER_p,956,18,0,0,0,0,0,23,0,12,Timepiece,DF_p,0,29,0,6,0,0,0,77,4,0
